Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
aura  for aura,@ThatGirlPenny,@KenyaPower power outage in Tena estate on Valentines,14-Feb-16,,,1,https://x.com/ThatGirlPenny,https://x.com/ThatGirlPenny
Sidi Taaka,@Cydee_T,@KenyaPower @KenyaPower_Care it's becoming annoying to get so many outages. esp when one looks outside and sees the neighbours have power,19-Feb-16,,,1,https://x.com/Cydee_T,https://x.com/Cydee_T
Sidi Taaka,@Cydee_T,"@KenyaPower @KenyaPower_Care we had no power on saturday,sunday and monday this week, two days latertransformer outside Coop mirema explodes",19-Feb-16,,,1,https://x.com/Cydee_T,https://x.com/Cydee_T
newto,@newtojuma,@KenyaPower @KenyaPower_Care @KenyaPowerAlert we don't have power in donholm since yesterday and today what's happening,19-Feb-16,,,1,https://x.com/newtojuma,https://x.com/newtojuma
Cyrus Njuguna,@CyrusNjoroge,"@kenyapower Kindly attend to this area.No
power since 8pm yesterday,2406182-01 Kikuyu area",1-Mar-16,,,,https://x.com/CyrusNjoroge,https://x.com/CyrusNjoroge
Davies Mugun,@DaviesMugun,"@KenyaPower @KenyaPower_Care @KenyaPowerAlert I have had no power for two days, account 14244315660",9-Feb-16,,,3,https://x.com/DaviesMugun,https://x.com/DaviesMugun
aura  for aura,@ThatGirlPenny,@KenyaPower five hours and counting in the dark in Tena estate.  Kindky restore power,14-Feb-16,,,1,https://x.com/ThatGirlPenny,https://x.com/ThatGirlPenny
Futie,@mwenesip,@KenyaPower @KenyaPower_Care power us yet to be restored in umoja as per the scheduled power outage notice.,18-Feb-16,,,1,https://x.com/mwenesip,https://x.com/mwenesip
Ymiss,@Tloys23554,@KenyaPower kinoo 87 no electricity.  What's with rain and power blackout? @KenyaPower_Care,9-Feb-16,,,2,https://x.com/Tloys23554,https://x.com/Tloys23554
Mugambi G.,@Mugambi24,@KenyaPower No power in the whole of Masinga sub county for 4 whole days and counting @ConsumersKenya. What kind of fault is this?,14-Feb-16,4,4,1,https://x.com/Mugambi24,https://x.com/Mugambi24
Married Bachelor,@mugagacha,@KenyaPower Massive power outage in Dandora Ph IV since 1500 hrs today..!,25-Feb-16,,,,https://x.com/mugagacha,https://x.com/mugagacha
Ngesa Maturu,@Miss_Pineapples,"@KenyaPower @KenyaPower_Care @KenyaPowerAlertNo power since 16/2/16, Reference number 2507195, a/c http://2906881-01.new transformer ASAP",18-Feb-16,,,1,https://x.com/Miss_Pineapples,https://x.com/Miss_Pineapples
Edward,@EdwardAbwao,@KenyaPower @KenyaPower_Care @KenyaPowerAlert no power at 2393741#01 since yesterday,6-Feb-16,,,1,https://x.com/EdwardAbwao,https://x.com/EdwardAbwao
Patrick,@PatoMkenya,@KenyaPower there is power failure in rwaka area daily for the last 1 week. What is causing this? A daily ovvurrence is very poor service!,22-Feb-16,1,1,2,https://x.com/PatoMkenya,https://x.com/PatoMkenya
Sonii Ndung'u,@Soniisugar,@KenyaPower No power in Pangani. Please assist  A/c 01451162406,6-Feb-16,,,,https://x.com/Soniisugar,https://x.com/Soniisugar
Shi Ndirangu,@gypsy_shi,"@KenyaPower kileleshwa is not on the list of power outages today, when should we expect power back it's been out since morning....",17-Feb-16,,,1,https://x.com/gypsy_shi,https://x.com/gypsy_shi
Oduor-Otieno F.,@oduorotieno_QI,@KenyaPower WOW....!!! HOW CAN UNITS INCREASE WITHOUT POWER..... does the meter readings flow by 'wind action?'; I haven't had power in Jan.,3-Feb-16,,,1,https://x.com/oduorotieno_QI,https://x.com/oduorotieno_QI
Oduor-Otieno F.,@oduorotieno_QI,"@KenyaPower A transformer blew up in Kisumu next to Manyatta Pri Sch 1month ago; no power since my bill reads 1764/=: Now this is '""RIP OFF""",3-Feb-16,,,1,https://x.com/oduorotieno_QI,https://x.com/oduorotieno_QI
Dennis Ngonela,@dngonela,@KenyaPower been having a power outtage since early today. is there a scheduled maintenance and what time are we getting power back?,31-Jan-16,,,1,https://x.com/dngonela,https://x.com/dngonela
Peddler,@njorogewamani,@kenyapower The rate of power interruption in Kitale is too alarming,18-Jan-16,,,1,https://x.com/njorogewamani,https://x.com/njorogewamani
Richboy,@henryrichboy_,@KenyaPower no power in Embakasi Fedha Tajmall Pipeline estate areas. Kundly help,30-Jan-16,,1,2,https://x.com/henryrichboy_,https://x.com/henryrichboy_
jimmy kisembe,@JKisembe,"@KenyaPower @JamilaMohamed Jamila you are lucky power has been restored, in the last 36hrs we have had less than 5hrs power. Shame kpl.",17-Jan-16,,,1,https://x.com/JKisembe,https://x.com/JKisembe
Mathias Monda Aguta,@McMAguta,"@KenyaPower, can Kenyans have reliable, consistent electric power at least twice a week so kinyozis, salons, juakali...can make a living?",22-Jan-16,,,1,https://x.com/McMAguta,https://x.com/McMAguta
Unhinged,@chebabusienei,@KenyaPower yo! No power since last night in msa! What gives?,24-Jan-16,,,2,https://x.com/chebabusienei,https://x.com/chebabusienei
Stephen Simiyu,@Massafu,@KenyaPower&@KenyaPower_Care Just inform us when is power likely to be restored in Ruaka. We have been waiting since morning,31-Jan-16,,1,1,https://x.com/Massafu,https://x.com/Massafu
The Story,@Herstory104,@KenyaPower low power in ruaka dim lights only account number 390995601,31-Jan-16,,,1,https://x.com/Herstory104,https://x.com/Herstory104
Jenn,@Livelife120,@KenyaPower I have no power 2811997 since yesterday 7pm.,16-Jan-16,,,2,https://x.com/Livelife120,https://x.com/Livelife120
Futie,@mwenesip,@KenyaPower @KenyaPower_Care their is a power outage in umoja kindly advice what time it will be restored was given this ref no 2449654,21-Jan-16,,,1,https://x.com/mwenesip,https://x.com/mwenesip
Endlessly_curious,@chimamy254,@KenyaPower no power in tudor,26-Jan-16,,,1,https://x.com/chimamy254,https://x.com/chimamy254
Richboy,@henryrichboy_,@KenyaPower Near Taj Shopping mall. FarenHeit Club...Wentworth Hospital. All this area has no power.,30-Jan-16,,,1,https://x.com/henryrichboy_,https://x.com/henryrichboy_
TAMBO,@Producer_Sonic,@KenyaPower 3181926-01 ...gombato area diani...there has been no power since yesterday afternoon..,28-Jan-16,,,1,https://x.com/Producer_Sonic,https://x.com/Producer_Sonic
Endlessly_curious,@chimamy254,@KenyaPower no power in tudor...watsup,26-Jan-16,,,1,https://x.com/chimamy254,https://x.com/chimamy254
vinkoske,@vinkoske,@KenyaPower what on earth is going on in Kabianga area Kericho county? Power has bn on and off since 4:30pm at an interval of 5mins,22-Jan-16,,,1,https://x.com/vinkoske,https://x.com/vinkoske
Jemedari,@NashonGaza,@KenyaPower what is wrong with power in Rosslyn and some parts in ruaka?no power since last night surely,28-Jan-16,,,1,https://x.com/NashonGaza,https://x.com/NashonGaza
Richboy,@henryrichboy_,@KenyaPower  Kindly provide lasting solutions to power outtages in #MakueniCounty Wote- Kathonzweni - Mbuvo and their surroundings,29-Jan-16,,,,https://x.com/henryrichboy_,https://x.com/henryrichboy_
Santino Marella,@jafung_chips,@KenyaPower no power south.c kpa,22-Jan-16,,,1,https://x.com/jafung_chips,https://x.com/jafung_chips
Tonny,@Iamtony_n,"@KenyaPower someparts of Kangemi has been in the dark for five days today, what could be wrong? We need the power back.",18-Dec-15,,,1,https://x.com/Iamtony_n,https://x.com/Iamtony_n
Mwa-Afrika,@Njoro9,@KenyaPower @SeraNjoro 0720 320 257 still no power 24 hours later.,5-Jan-16,,,1,https://x.com/Njoro9,https://x.com/Njoro9
moffin njoroge,@moffinmorpheus,@KenyaPower no power since 9am after power surge which blew up some appliances.No response from your guys even after calling all day.,23-Dec-15,,,1,https://x.com/moffinmorpheus,https://x.com/moffinmorpheus
Mùturi  Wa Mùirù,@muturiwamuiru,"@KenyaPower, power surge in Buruburu phase 3, Gatamaiyu Court  and my electric appliances have been blown off.",7-Jan-16,,,2,https://x.com/muturiwamuiru,https://x.com/muturiwamuiru
Kobs bin Kobs,@Kobia77,@KenyaPower 6 poles are needed to get power to my house. I can still get connection with 15k? @KenyaPower_Care @kenyapower0,3-Jan-16,,,1,https://x.com/Kobia77,https://x.com/Kobia77
Mùturi  Wa Mùirù,@muturiwamuiru,@KenyaPower Reported the power surge incidence 22 hours ago and was given Reference number 242304. No  follow-up until now. Kindly assist.,8-Jan-16,,,1,https://x.com/muturiwamuiru,https://x.com/muturiwamuiru
moffin njoroge,@moffinmorpheus,"@kenyapower Gikambura at Kikuyu, acc http://no.3672438-01.No power since 8pm jana, it hasn't even been 5 days since your people did repairs",30-Dec-15,,,1,https://x.com/moffinmorpheus,https://x.com/moffinmorpheus
Mùturi  Wa Mùirù,@muturiwamuiru,"@KenyaPower  My fridge, Home Theatre and ADN Digital box were damaged due to power surge from your end. Kindly Advice.",9-Jan-16,,,,https://x.com/muturiwamuiru,https://x.com/muturiwamuiru
Sonii Ndung'u,@Soniisugar,@KenyaPower There's still no power in my house. 14 hours later! Can you please confirm if someone is working on this?,29-Dec-15,,,,https://x.com/Soniisugar,https://x.com/Soniisugar
Sonii Ndung'u,@Soniisugar,@kenyapower Hey. There's no power in some parts of Pangani. Kindly assist. A/c no. 01451162406,28-Dec-15,,,1,https://x.com/Soniisugar,https://x.com/Soniisugar
Sonii Ndung'u,@Soniisugar,@KenyaPower Thanks SW. Any update on what the problem could be? I see some guys in our apartment have power.,28-Dec-15,,,1,https://x.com/Soniisugar,https://x.com/Soniisugar
Genty™,@GellaiSiva,@KenyaPower How long will it take you guys to fix this problem? Hakuna power since Jana,5-Jan-16,,,1,https://x.com/GellaiSiva,https://x.com/GellaiSiva
Nyaga,@ericnyaga,@kenyapower @consumerskenya @irungumm @wysyde when a tree accidentally fell on power cables kplc responded swiftly and were friendly,13-Dec-15,2,1,1,https://x.com/ericnyaga,https://x.com/ericnyaga
Eaglestooth,@Eaglestooth,@kenyapower @kenyapower_care third day without power.. ref 2422992,8-Jan-16,,,1,https://x.com/Eaglestooth,https://x.com/Eaglestooth
Angee,@angeebfly,@KenyaPower do something about power in lower kabete.,21-Dec-15,,,1,https://x.com/angeebfly,https://x.com/angeebfly
Richboy,@henryrichboy_,"@KenyaPower Thank you, we hope that power will be restored without further delay.",26-Dec-15,,,1,https://x.com/henryrichboy_,https://x.com/henryrichboy_
"Mutinda, Joseph Mutisya",@JosephMutinda,"@KenyaPower 2nd day & no power at Transami Plot 10, off North Airport Road. A/C No. 14140197303 phone 0725 974 346. Ni nini mbaya?",14-Jan-16,,,1,https://x.com/JosephMutinda,https://x.com/JosephMutinda
Richboy,@henryrichboy_,@KenyaPower Experiencing some power issues in Wote town Makueni County. Please help,26-Dec-15,,,1,https://x.com/henryrichboy_,https://x.com/henryrichboy_
Creatives Garage,@cr8vesgarage,"@KenyaPower We now have the same issue again, power just went off. Kindly address this issue ASAP.",4-Jan-16,,,,https://x.com/cr8vesgarage,https://x.com/cr8vesgarage
N.Kanali,@NicKanali,@KenyaPower since yesterday my query not being attended to. No power..again meter number 14140633547,20-Dec-15,,,1,https://x.com/NicKanali,https://x.com/NicKanali
Stephen Simiyu,@Massafu,@KenyaPower power restored. Thank you for abrupt response.  @KenyaPower_Care,10-Dec-15,,,2,https://x.com/Massafu,https://x.com/Massafu
Mukhwana Maikuma,@Maikuma,"@KenyaPower @KenyaPower_Care  no power sunning Hills apt, mbaazi Ave, kingara Rd nxt to Nakumatt junction  since  Jana please  assist.",26-Nov-15,,,2,https://x.com/Maikuma,https://x.com/Maikuma
Kinara Bosire,@Kinara_Bosire,@KenyaPower @KenyaPower_Care No power at Kinoo and environs for the last one hour!! Please assist.,5-Dec-15,,,2,https://x.com/Kinara_Bosire,https://x.com/Kinara_Bosire
Rosemary Amondi,@AmondiRM,@KenyaPower  please update on ACCOUNT NO: 231711-01 no power,5-Dec-15,,,1,https://x.com/AmondiRM,https://x.com/AmondiRM
abdurahman dahir,@abdurahmandahir,@KenyaPower any scheduled power interruptions at 14th street 3094466.,23-Nov-15,,,2,https://x.com/abdurahmandahir,https://x.com/abdurahmandahir
I.Am.Muthoni,@muthoni8,@KenyaPower @KenyaPower_Care Lavington area...no power,12-Dec-15,,,1,https://x.com/muthoni8,https://x.com/muthoni8
Richboy,@henryrichboy_,"@Kenyapower We have been experiencing power disruptions since last week in Embakasi; Fedha- Telaviv-Tajmall area, What could be the problem?",12-Nov-15,,,1,https://x.com/henryrichboy_,https://x.com/henryrichboy_
theAtlas,@mwangikhimani,"@KenyaPower We have had no power for 2 days, how do we do business in the CBD without power  for 2 days surely?",12-Dec-15,,,1,https://x.com/mwangikhimani,https://x.com/mwangikhimani
Rosemary Amondi,@AmondiRM,@KenyaPower My message to you indicates power outage! #HatunaThitima,5-Dec-15,,,1,https://x.com/AmondiRM,https://x.com/AmondiRM
Kinyanjui Wa Ngugi,@mkinyanjui,@KenyaPower @KenyaPower_Care Thanks. We hope to have power back soonest possible.,13-Dec-15,,,2,https://x.com/mkinyanjui,https://x.com/mkinyanjui
♡,@FlorahKimz,@KenyaPower kindly have a permanent fix on our power lines. It's really irritating to keep posting the same complaint.,1-Dec-15,,,1,https://x.com/FlorahKimz,https://x.com/FlorahKimz
Dennoh,@dennoh_,@KenyaPower no power from morning acc no 0228086-01,3-Dec-15,,,1,https://x.com/dennoh_,https://x.com/dennoh_
WordOf_Mouth,@LipsLikeS,"@kenyapower hi, haven't had power since
yesterday morning and all your agents are
busy at the phones acnt 3294502-02 kisum",7-Dec-15,,,1,https://x.com/LipsLikeS,https://x.com/LipsLikeS
JOEL MAINA,@wanjiej,@KenyaPower @KenyaPower_Care @ConsumersKenya power outage maziwa a/c 2693927.,13-Dec-15,,,2,https://x.com/wanjiej,https://x.com/wanjiej
steve karanja,@steve_karanja,@KenyaPower @KenyaPower_Care power power off at thindigua kiambu rd kindly adresss the issue,26-Nov-15,,,1,https://x.com/steve_karanja,https://x.com/steve_karanja
Owiti Mudekhere,@MudekhereOwiti,@KenyaPower_Care Same problem again...other blocks have power a/c 01450569080 @KenyaPower,1-Dec-15,,,1,https://x.com/MudekhereOwiti,https://x.com/MudekhereOwiti
MagonaZ,@zatozo,@KenyaPower Power blackout sorted. Many thanks,22-Nov-15,,,2,https://x.com/zatozo,https://x.com/zatozo
john.njui,@jnjui,@KenyaPower no power in ruaka ACCOUNT NO 2432669-01 PETER KIMANI. Kindly assist.,6-Dec-15,,,2,https://x.com/jnjui,https://x.com/jnjui
Billy Owino,@owinobill,@KenyaPower power outage on Kaumoni Road Loresho. When should we expect this back? AC. 250289.,22-Nov-15,,,1,https://x.com/owinobill,https://x.com/owinobill
JOEL MAINA,@wanjiej,@KenyaPower Thanks power was restored,10-Dec-15,,,1,https://x.com/wanjiej,https://x.com/wanjiej
Migingo Van Gaal,@mpenda_migingo,"@kenyapower ayeh, no power around Eldoret, problem wapi.?",3-Nov-15,,,1,https://x.com/mpenda_migingo,https://x.com/mpenda_migingo
AGGREY MBOYA,@AGGREYMBOYA,@KenyaPower how can I check my power bill via text?,17-Oct-15,,,1,https://x.com/AGGREYMBOYA,https://x.com/AGGREYMBOYA
Ogalo Tom,@ogalotom,"@kenyapower please confirm why we dont have power account 01452143934 , pangani gals area",31-Oct-15,,,2,https://x.com/ogalotom,https://x.com/ogalotom
Sim_Simma,@bigNuz_,@kenyapower rudisheni power Kiembeni... mnatutesa. Seriously.,6-Nov-15,,,2,https://x.com/bigNuz_,https://x.com/bigNuz_
wangu mutua,@wangumutua,@KenyaPower my evening is not good. Power blackout in Nyayo Embakasi and surrounding areas,11-Nov-15,,,2,https://x.com/wangumutua,https://x.com/wangumutua
ngatia m samuel,@ngatia27,@KenyaPower This power interruptions are too much. Its time we adopted British system. Each time there is outage the consumer is compensated,7-Nov-15,,,2,https://x.com/ngatia27,https://x.com/ngatia27
h2,@hanifh,@KenyaPower no power since 2300hrs on riverside drive. What's happening?? 3953280-01,25-Oct-15,,,1,https://x.com/hanifh,https://x.com/hanifh
Henry,@Hekatha,@KenyaPower we're without power since Sunday afternoon..I've complained to @KenyaPower_Care  and nothing has been done. Ac 2354245.,11-Nov-15,,,2,https://x.com/Hekatha,https://x.com/Hekatha
Anthony Mburu,@tonimburu,@KenyaPower reported a power outage since 5am at Kyuna crescent : kindly look into this. Meter no 248939-4,7-Nov-15,,,2,https://x.com/tonimburu,https://x.com/tonimburu
Mwangi Ndegwa The wealthiest Billionaire,@itsmwangindegwa,@KenyaPower What could be the issue with power in the whole of Ronga?.Soo many outages this week and right now there's no power,10-Oct-15,,,1,https://x.com/itsmwangindegwa,https://x.com/itsmwangindegwa
Richboy,@henryrichboy_,@KenyaPower No power in Fedha Estate Embakasi since 3pm. Kindly help us.,28-Oct-15,,1,1,https://x.com/henryrichboy_,https://x.com/henryrichboy_
Nish Lakhani,@Nish_Lakhani,@KenyaPower @KenyaPower_Care No power on Mukoma Road. Langata / Hardy. Please help!,9-Oct-15,,,2,https://x.com/Nish_Lakhani,https://x.com/Nish_Lakhani
Heartless Jatugo,@NyundohPapah,@KenyaPower how come we already paid our due but still no reconnection of power has taken place since Tuesday.,16-Oct-15,,,,https://x.com/NyundohPapah,https://x.com/NyundohPapah
Karé,@naughtytopaz,@KenyaPower @KenyaPower_Care. No power AGAIN.Restore power to Karen Rhino park rd 61366-06.,18-Oct-15,,,2,https://x.com/naughtytopaz,https://x.com/naughtytopaz
Mũũcera,@Reke_Maarie,@kenyapower since yesterday 1000hrs we have been without power. The rain is over. Can you switch on the power back? 0167286-01 NKT,18-Oct-15,,,1,https://x.com/Reke_Maarie,https://x.com/Reke_Maarie
Oscar M,@tsimbalaka,"@KenyaPower No power in Tena Estate since yesterday, what's the relation btn your power & rains?? Disgusting",11-Nov-15,,,1,https://x.com/tsimbalaka,https://x.com/tsimbalaka
Marley,@Spice_254,@KenyaPower @KenyaPower_Care a section of Hunters daent have power since http://yesterday.WTF?,31-Oct-15,,,2,https://x.com/Spice_254,https://x.com/Spice_254
Vickee Kamau Heri,@Herispeak,@kenyapower Reporting power outtage at milimani a/c number 32762,7-Nov-15,,,2,https://x.com/Herispeak,https://x.com/Herispeak
Jerry Rawlings,@RawlingsOtieno,@KenyaPower The power restored this afternoon. Thanks for the gentlemen who worked had to restore power.,11-Nov-15,,,2,https://x.com/RawlingsOtieno,https://x.com/RawlingsOtieno
Jerry Rawlings,@RawlingsOtieno,"@KenyaPower If you care to solve our power outage, then efficiency n speed is now cardinal. Forth day and no power. Business losses.",11-Nov-15,,,2,https://x.com/RawlingsOtieno,https://x.com/RawlingsOtieno
