Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Lİnk
ROBERT MWANIKI,@mwanikir86,"@KenyaPower_Care We are on blackout at kwa Ben near kimende since Friday,  your officials went away with 3 area transformers kindly assist or give us hope on the issue
@ kenyapower
@KenyaPower 
@KenyaPower_Care 
@kpl",Jun 4,,,,,
RIKU Riku,@murigi01,"@KenyaPower_Care @KENYAPARLIAMENT @WilliamsRuto
@NationAfrica
@C_NyaKundiH
@SakajaJohnson
@StandardKenya
Is there a surbotage at @KenyaPower_Care.
How w'd a whole place like Githurai 45 not hv powder for 2wks cos of a failed transformer. I hear this is replicated even at juja.",Jun 4,,1,1,,
mickal Otieno,@MickalAte,@KenyaPower_Care Do you sell transformers!,Jun 4,,,,,
Philemon Wandera,@pkwandera1,"Hey Kenya Power, here at Makongeni Secondary School have had no power for now over 6 weeks. The school serves close to 1000 students. Many processes are at a stand still.  Kindly come and work on this transformer.",Jun 4,1,,2,,
Werû wa Ndegwa,@wathika_junior,@KenyaPower_Care how to report transformer issues?,Jun 4,,,,,
Matutu,@saina_matutu,"As I said the transformer is leaking oil,it's along kingdom hall at Ongata Rongai",Jun 4,1,,1,,
Ice Mclean,@ice_mclean,"@KenyaPower_Care Mwangaza wa kenya has kept us in darkness for a very long time. Transformer was taken by your people since 14th April 2024 to date nothing has been done to restore power. Can we atleast know our fate
Meter no.14170136809. Kwaheri  road.. Near Regis School Runda.",Jun 4,,,,,
Oscar wambete,@Oscarwambete1,"@KenyaPower_Care it's been a month now and we are in blackout mumias at Bulanda primary school, secondary school and it's environs. we were made to understand that the transformer had issues and this has not been fixed, our complaints have not bore any fruit, please do something.",Jun 4,,,1,,
Gerald Muendo,@MuendoGerald,@KenyaPower_Care your bills are no longer updating or the app has an issue.Respond to my DM,June 4,,,,,
Gerald Muendo,@MuendoGerald,@KenyaPower_Care Bills no longer updating.I did a DM no response,June 4,,,1,,
Denton Baron,@denton_baron,Also solve this issue of *977# if you want to check your bill it's not bringing anything taking forever,June 4,,,,,
No one,@Bill_mkenya,"@KenyaPower_Care No electricity  in marurui area acct no. 37151734391 near marurui health centre. Ssup?

The usual line faulty again?",June 4,,,2,,
Matutu,@saina_matutu,"@KenyaPower_Care ,There is an impending disaster awaiting to happen at Ongata Rongai,along kingdom hall,there is a transformer leaking oil.Last month,the same transformer fell to the ground and almost caused a major disaster,the earlier the better!",Jun 3,,,1,,
kwagira muthee kiengei,@Stephen16909694,"Don't you have a back up transformer,  as we wait  for it to be repaired",Jun 3,,,2,,
Kennedy,@Kentika254,"@KenyaPower_Care just got word from your office that the transformer for kasarani was repaired, so why are we still in darkness, we work remotely so just about to lose the job seriously",Jun 3,,,,,
Kennedy,@Kentika254,"@KenyaPower_Care whats happening, you took our transformer for maintenance for a week now no power kasarani seasons neema avenue account:30633984",Jun 3,,,,,
JOSEPHAT SAMBULA,@jonamasaka,Sokomoko transformer was taken 3 years ago and no replacement upto http://date.It is in Uasin Gishu  near milimani primary school.Even on the same the powerline has been dormant for over 6 years.,Jun 3,,,,,
Mary Njoroge,@Maryiana96,When are you guys fixing our transformer kasarani seasons neema avenue????,Jun 3,,,2,,
Mary Njoroge,@Maryiana96,"Kindly tell us what's the progress in seasons Neema avenue you guys took our transformer and you haven't said anything a week now!!!!!
@KenyaPower_Care",Jun 3,1,,,,
jay,@HarunYaseer,"Kasarani seasons acacia @KenyaPower_Care took the transformer last week Wednesday up to date. All foodstuffs in the refrigerator imeharibika, there's no water because the pumps use electricity sijui mnafikiria nini kplc...",Jun 3,,,2,,
TheGreatEdds,@edds_ke,"@KenyaPower_Care , we haven”t been having power since Thursday, a transformer was removed ,a replacement had low voltage which was also removed.
Location: Kasarani Seasons, Neema Avenue",Jun 3,1,,1,,
Mary Njoroge,@Maryiana96,When are you guys fixing our transformer kasarani seasons neema avenue????,Jun 3,,,2,,
Mary Njoroge,@Maryiana96,"Kindly tell us what's the progress in seasons Neema avenue you guys took our transformer and you haven't said anything a week now!!!!!
@KenyaPower_Care",Jun 3,1,,,,
jay,@HarunYaseer,"Kasarani seasons acacia @KenyaPower_Care took the transformer last week Wednesday up to date. All foodstuffs in the refrigerator imeharibika, there's no water because the pumps use electricity sijui mnafikiria nini kplc...",Jun 3,,,2,,
TheGreatEdds,@edds_ke,"@KenyaPower_Care , we haven”t been having power since Thursday, a transformer was removed ,a replacement had low voltage which was also removed.
Location: Kasarani Seasons, Neema Avenue",Jun 3,1,,1,,
Natalia Amani fit,@NataliaAmani1,@KenyaPower_Care return power to syokimau we are on maintenance list or explain why we have power issues and yet we just received a new transformer doesn’t make sense,Jun 3,,,1,,
Macylynenyce,@macylynenyce,@KenyaPower_Care The issue under this reference number :11355766 hasn't been addressed.. When are we having the transformer back???   At 37152558328  Kikuyu Kidfamaco Springs Road,Jun 3,,,1,,
Angela Richard,@angelarurichie,"It has beeb 2 weeks without electricity at pangani,the transformer was even taken away and nothing has been done until today",Jun 3,,,,,
mwathajnr,@mwathajnr,"Patience for how long?
How long does it take to repair a transformer?
A week? Then if it takes that long someone is sleeping on their job",Jun 3,,,,,
Dan Monyoncho,@dannny_willy,There's been no electricity in Seasons clay city close to Tamgo apartments and acacia apartments since Wednesday. The transformer was taken out by your guys and went with it without replacement. We have been on the  dark since.. you guys don't even communicate.,Jun 3,,,1,,
Anna,@Anna_Maina,"As we still have not been sorted. Sadly, at 5 pm, I shall be told that all the staff have clocked out or are working somewhere in the field and shall come tomorrow.  

Meanwhile, we have work to do....deadlines to meet. Clients to deliver to so we may have money to pay our bills.",June 3,,,1,,
Mwema,@mwemacha2013,@KenyaPower_Care disconnecting businesses before the due date is quite unfair. Bills due 6th have been disconnected this morning,June 3,,,1,,
Faiza Ambilia,@AmbiliaFaiza,"Same case to Tapsagoi in Turbo,its been three weeks since the transformer was taken!",Jun 2,,,1,,
Kamau Senior,@senior_kamau,"Its been 2 months without electricity at Kariua, Kamwangi, Gatundu North. Transformer problem. When will it be fixed.",Jun 2,,,3,,
Nate,@Nateey4,Jamani isn't 1 week enough to fix the transformer??,Jun 2,,,1,,
CPA Ng'ang'a Mwangi,@Mshomolozi,"@KenyaPower_Care your people replaced the transformer which was commendable. However, they came for it two days later. The whole area is now in darkness for the last 6 days. Why did you remove the new transformer after 2 days? This is ODD! 
@C_NyaKundiH @BenjiNdolo",Jun 2,1,,1,,
CPA Ng'ang'a Mwangi,@Mshomolozi,The transformer was replaced a few weeks ago. I have now been informed that your people came for it again two days ago. What is happening? @KenyaPower_Care,Jun 2,,,1,,
Judith Ochieng,@JudithOchieng99,@KenyaPower_Care please resolve this issue. Reference no. Not generated but we have a power outage soon after the new transformer was installed,Jun 2,,,1,,
Joseph Ndiritu,@JosephN29838700,No power for two week in mbaaini sublocation . Wamagana. Tetu subcouty after the transformer was disconnected after a faut. Please do something. We are suffering.,Jun 2,2,,1,,
Chris Maina,@ChrisMaina92,"At NYATHUNA shopping Centre, kplcg guys took the transformer and disappeared.

No explanation, no nothing. Just darkness for a week.",Jun 2,,,1,,
Ndungu Addams,@ndunguaddams,@KenyaPower_Care should think of a way of securing transformers in Nakuru North @KenyaPower_Care,Jun 2,,,1,,
Mama Wildlife ke,@HildaSheeraw,"its so unfair that the transformer was picked like 4 days after the initial blast.. Then we have to wait another week for the repairs. Mtu ata ataloose job, we work from home..",Jun 2,1,,1,,
mwathajnr,@mwathajnr,We still cannot see kasarani seasons..4th day without electricity where is the transformer?. We have suffered losses and some of us are unable to http://work.DO SOMETHING!! @KenyaPower_Care,Jun 2,,,,,
mwathajnr,@mwathajnr,"@KenyaPower_Care  its been 4days without electricity in kasarani http://seasons.you carried the transformer without notice and has not replaced with another one..
Are you guys going to compesate us for the losses you have caused without notice?most of us work from home.",Jun 2,,,3,,
@pinches yule Mkadinali,@pinches yule Mkadinali,"pipeline near huruma nursing been in darkness since Friday, one of the breaker that connect transformer from the main broke. please help",Jun 2,6,,1,,
Njagi,@vick_njagi,"The transformer at Springs road, Kikuyu was taken away by kplc guys. It's been almost a week in the dark now and no update has been given. What is the progress on this and when should we expect to have power back?@KenyaPower_Care @KenyaPower",Jun 2,3,1,6,,
ChiuriFrancis,@Anonymo57516534,It's an issue in the whole neighborhood. A faulty transformer that has never been replaced,Jun 2,,,1,,
andrey musax,@andreymusax,"How will we buy tokens yet 9 days and still counting no power while the transformer is working well.

We have booked your complaint on reference number 11355169. Our technical team will attend to you
Answered by: DO

This was on Friday until today no concern, no technical team .",Jun 2,,,,,
Mercy Kofi,@MercyKofi2,"I've been posting about the month old blackout in Njiru, affecting New Njiru Primary, Njiru police station, and sorroundings and your guys are aware as they took away the transformer themselves. What's the situation update?",Jun 2,,,,,
Just Wanjugu,@Wanjuguu,@KenyaPower_Care kuna ka section Gathiga-Kiambu hatuna stima 3 days today. Your boys came did ukarabati and effed the transformer. When can this issue be resolved?,Jun 2,,,1,,
waceke Muciri,@WacekeMuciri,"In Murang'a town along Murang'a Sagana road metre number 40621375 transformer got damaged a week ago we are suffering.
This area has had power issues for a long time now. .. consumers keep increasing but power is never
 increased...",Jun 2,1,1,1,,
David Githu,@DavidGithucodes,Your technicians took away a transformer from kidfarmaco kikuyu near SDA church a week ago and now many residents don't even have piped water anymore because electricity is used to pump the water and you have not responded to my inquiries for a whole week. Shame on you guys,Jun 2,2,,,,
MauMau,@OSANOREGE,"Your crew stole a transformer from Neema Avenue, off Seasons Road, Kasarani. It was not faulty. Day 5 without power.",Jun 2,2,,3,,
MS,@ManvirSehmi,"@KenyaPower_Care SIX DAYS! No power at Athi River Senior, despite so many complaints no action on broken transformer. Please check DM.",Jun 2,,,1,,
Edward Nyette,@edward_nyette,"@KenyaPower_Care There has been no power in Athi River Senior Acacia Crescent area for a whole week. You came and removed a bad transformer and didn't replace with another (even a temporary one). Food has gone bad, and remote work is affected. Shame on you!",Jun 2,,,4,,
n_ixie,@Nixie23000152,We've been in darkness since Tuesday and our transformer was taken by kplc staff who were to restore power yesterday according to them but still nothing has been done.... Senior staff athiriver,Jun 2,,,,,
its_ciru,@VanessaWanjiru5,"@KenyaPower_Care  We have been without power since Thursday. I reported the issue on Thursday evening, and the reference number is 11352356. I have attempted to contact your customer care number, and I was informed that our transformer is experiencing issues",Jun 2,,,2,,
ANNIE MUGO,@Buffy1annie,"@KenyaPower_Care 
@KIMANIICHUNGWAH 
Kikuyu, kidfarmaco springs road,
We have been experiencing power outage since Saturday last week because we don't have a transformer the Kplc team went with it. This has also led to water shortage. The Kplc team isn't responding.",Jun 1,,,3,,
Mercy Kofi,@MercyKofi2,@kenya_care53563 @KenyaPower_Care @KenyaPower   @SakajaJohnson @KarauriR @KENYAPARLIAMENT @CapitalFMKenya Local KPLC offices are aware because they are the ones who took the transformer away. Please give us an update on when we are likely to get power again. #kenyapower #blackout,Jun 1,1,,1,,
Magoyi erick,@erick_magoyi,@KenyaPower_Care @KenyaPower  We havent had power for thr kast 3 days. Your team picked the transformer and left without mentioning a thing. Kindly assist,Jun 1,2,,5,,
Bmuchemi,@bmuchemi55,The transformer near Ambassador Muthaura's place at Ole Kasasi road is faulty thus we the residents nearby are lacking water which is a basic need.,Jun 1,1,,,,
Mozoni Renée,@Mothoni_,Did you know that today is the third day? Mlibeba transformer Thursday morning.. do better,Jun 1,,,,,
Jen Kare,@jgachukia,@KenyaPower_Care how do you just remove a transformer that serves an entire estate and leave people in darkness for a whole week? And no signs of restoring the transformer. Surely Kenya Power. I believe you can do better.,Jun 1,,,4,,
