Author,Handle,Post,Date,Likes
achieng.opondo,@MorineAchieng9,"When will the transformer fault in South B, Aoko Road be rectified?",Aug-04,
its_M35x,@muganda_bryns,@KenyaPower_Care @KenyaPower we are having problem with our transformer kindly look into this matter it has been days,Aug-03,1
Thuo,@ThuoEdwins,"@KenyaPower_Care muranga county, kigumo subcounty, kahumbu ward, Githembe shopping centre transformer not working for almost a month now, kindly check into it",Aug-03,
Robyn Jamwaka,@robin_rozay,"@KenyaPower_Care How long does it take to replace a stolen Transformer, we have been inconvenienced for 2weeks now…can we get assistance",Aug-03,
John Maina,@JohnWangigi1,"@KenyaPower_Care  Hi, there is a place opposite Spur Mall in Kimbo without power for two days now. i don't know if it's a transformer fault or what. Kindly have it fixed . Tuko gizani.",Aug-03,
Paul Kabiru,@paul_kabiru,"@KenyaPower_Care Transformer at Lexo Energy, Highpoint, Juja is down since yesterday. Frequent outages for the last two months!",Aug-03,
𝕓𝕣𝕚𝕒𝕟𝕚𝕓𝕣𝕒𝕙𝕚𝕞𝕤ᵗᵐ,@brianibrahims,@KenyaPower_Care kuna watu wanaota transformer pale,Aug-02,
Austine Oduogo,@austineoduogo,You people don't care. How can you end up establishing a transformer serving no one in the community?,Aug-01,
Gaitan,@jkkimjim,"Sometimes.... Smh... How will my personal number help bring a transformer... isn't it enough to know... the Njiru transformer near st Monica catholic church njiru isn't functional, you send people to it.... Not my meter with an issue...",Aug-01,2
Oscar Perry,@Oscar662400,We in Simenya siaya county ugenya constituency have been missing  Electricity for 2 months we being told its due to a faulty Transformer. 2 MONTHS 2 MONTHS KPLC 2 MONTHS!!.....,Aug-01,1
kagera254,@kagera99,@KenyaPower_Care No power at Barnabas nakuru for three days running. Transformer blew and it has not been fixed or replaced yet. How long are you guys planning on keeping us in the dark?,Aug-01,
GreenCityInTheSun,@GreenCityInTheS,"Residents of Chokaa(chokmatt) Mradi Ya Chini, our transformer went off a week ago and we've been in darkness. Someone here is asking residents to contribute a total of 40k for purchase of a ""new transformer"". Are you charging us for a new transformer? Investigate plz.Thanks",Aug-01,1
GreenCityInTheSun,@GreenCityInTheS,"@KenyaPower_Care Residents of Chokaa(chokmatt) Mradi Ya Chini, our transformer went off a week ago and we've been in darkness. Someone is asking residents to contribute a total of 40k for purchase of ""new transformer"". 
Why charge us for a transformer? 
I",Aug-01,
GreenCityInTheSun,@GreenCityInTheS,"Residents of Chokaa(chokmatt) Mradi Ya Chini, our transformer went off a week ago and we've been in darkness. Someone here is asking residents to contribute a total of 40k for purchase of a ""new transformer"". Are you charging us for a new transformer? Investigate plz.Thanks",Aug-01,
edwin makiche,@mankiche,the office keep informing us that they are awaiting a batch of transformers from abroad. Is the true  position,Aug-01,
edwin makiche,@mankiche,"Hi KP,we have been having a faulty transformer at Tarakwa area of Bomet County for the last one month, plunging a whole location in darkness (over 200 households) , we have reported the same to the regional office in Bomet severally but to no avail .T",Aug-01,
edwin makiche,@mankiche,the office keep informing us that they are awaiting a batch of transformers from abroad. Is the true  position,Aug-01,
edwin makiche,@mankiche,"Hi KP,we have been having a faulty transformer at Tarakwa-Birirbei area of Bomet County for the last two months, plunging a whole location in darkness (over 200 households) , we have reported the same to the regional office in Bomet severally but to no avail

·",Aug-01,
Kiumbe Kena,@KiumbeKena,"@KenyaPower_Care  There is a section in Gilgil that has not been with electricity for more than a month now due to a faulty transformer. Even after visiting and complaining daily in your offices, we seem to not be getting help from you people.",Aug-01,
jane kagwiria,@kagwiria_j25786,Members of the project and the community want to know when the transformer will be installed since the suffering is a lot.  We've been waiting since February. (Mwithanga water project of Tigania west/,Aug-01,
Jim The Lion,@otijamoh,Please let me know a definite time its now 7 months since the two transformers went down. Is there a way to get a definite day for the restoration of the these transformers,Aug-01,
Terry Achola,@AcholaTerry,"@KenyaPower_Care for the last month or so acc no. 37735875 and it’s enviros haven’t had electricity.
The transformer at ACK St.Peter’s Bukuyudi blew leaving the residents in darkness.
We have followed with your Busia team but they’re inefficient. ",Aug-01,
"Steve Eric,Msc,CPA.",@Ericoneville17,"@KenyaPower_Care  please if your team picks and go with transformer that was serving a residential area,what is the alternative or how do you expect the residents to get Electricity.Residents of Ngong and Police Leadership Academy has been in blackout for",Jul-31,
caroline,@carolinelangat0,"Hello Kplc,
Barnabus area behind Chawaka supermarket, we have been without electricity since Saturday. How long does it take to repair a transformer ?",Jul-31,
patricia chika,@chika_kali,"Hi can you actually find a replacement for this faulty transformer !!!! 
Constantly been asked to share reference is exhausting",Jul-31,
Jim The Lion,@otijamoh,When will that transformer be availed coz Im told they were to be brought from Nairobi,Jul-31,
dasskenya,@dasskenya,KPLC ROYSAMBU ENGINEER Kindly fix the single phase that is down at the transformer at redplate on trm drive where bodaboda riders pack no power for the last 5 days       EEEEEEEE IIIIIIIIII WOOOOOOI  GIZA GIZA TOTORO,Jul-31,
dasskenya,@dasskenya,KPLC ROYSAMBU ENGINEER Kindly fix the single phase that is down at the transformer at redplate on trm drive where bodaboda riders pack no power for the last 5 days       EEEEEEEE IIIIIIIIII WOOOOOOI  GIZA GIZA TOTORO,Jul-31,
dasskenya,@dasskenya,KPLC ROYSAMBU ENGINEER Kindly fix the single phase that is down at the transformer at redplate on trm drive where bodaboda riders pack no power for the last 5 days       EEEEEEEE IIIIIIIIII WOOOOOOI  GIZA GIZA TOTORO,Jul-31,
dasskenya,@dasskenya,KPLC ROYSAMBU ENGINEER Kindly fix the single phase that is down at the transformer at redplate on trm drive where bodaboda riders pack no power for the last 5 days       EEEEEEEE IIIIIIIIII WOOOOOOI  GIZA GIZA TOTORO,Jul-31,
dasskenya,@dasskenya,KPLC ROYSAMBU ENGINEER Kindly fix the single phase that is down at the transformer at redplate on trm drive where bodaboda riders park no power for the last 5 days,Jul-31,
mtu tu,@stevema13547998,while you guys are at it check the old lines in mweiga.I work from home and the irregular power outages disadvantage me.(the line that runs directly from the transformer opposite the station through the open fields),Jul-30,
jane kagwiria,@kagwiria_j25786,Mwithanga water project transformer still in darkness.  We are suffering since February.,Jul-30,
Francis Odhiambo,@Francis09025809,Please work on a transformer no44167 located at baba dogo Glucola. It's 3months since it failed.,Jul-30,
Teri Njeri,@GithehuT,"Sorry 14468793634 this is the account no.
Power has completely gone. Think I heard a transformer blow. Please address.",Jul-30,
Anne kariuki,@Annekar18362426,"@KenyaPower_Care 
Please check into balozi estate the power has gone off and the sound of the transformer was deafening",Jul-30,3
Johnes Makau,@MakauJohne20442,Transformer at kahawa wendani has problem with one. Life line .,Jul-30,
Michael Adery,@MichaelAdery,Hello it's day 138 since you took the transformer from my area and exactly 7 days since you gave me the same response as to the user above kwani how do you people work,Jul-30,1
dasskenya,@dasskenya,Kindly fix the single phase that is down at the transformer at redplate on trm drive where bodaboda riders pack no power for the last 2 days,Jul-29,
Star_,@starlynn_ke,"@KenyaPower_Care  light off in Imara , muimara ni kama transformer imeblow",Jul-29,1
felistus,@felistus1366451,@KenyaPower_Care kplc ongata rongai has decided we stay without power 2 weeks now.. Efforts to reach them and here for assistance hasn't helped http://yet.how can a transformer break for two weeks.. Very disappointed... Ignorance of the highest order.,Jul-29,
Fade,@Kiringureuben1,"@KenyaPower_Care how long do you take to replace a transformer, is two months without electricity long enough??",Jul-29,
@cosiee,@cosiee,"Stop favaurism bana!! Four weeks ago transformer in my place broke down Na you have never done anything despite our efforts,but place Kuna wakalee transformer ilibrake down last week Leo they have it back",Jul-28,
Badii Spencer,@badii_spenca,"@KenyaPower_Care @KenyaPower_Care
 there is no power in plot 221 umoja innercore please kindly act. We are in total darkness. Transformer has just blown.",Jul-28,
Badii Spencer,@badii_spenca,@KenyaPower_Care there is no power in plot 221 please kindly act. We are in total darkness. Transformer has just blown.,Jul-28,
Badii Spencer,@badii_spenca,@KenyaPower_Care there is no power in umoja innercore plot 221 transformer has just blown and we are in darkness. Kindly act.,Jul-28,
felistus,@felistus1366451,@KenyaPower_Care how can we in a total darkness for a week reason our transformer broke down... Contacted kplc rongai for help nothing has been done... Week two now starting,Jul-28,
patricia chika,@chika_kali,Hi we still have no power and your agents keep saying they have taken the transformer for repair ...its been two days now,Jul-28,
www.waynembanda.com,@waynembandaLtd,"@KenyaPower_Care Hello,,,kindly help residents living in siaya county along sega/Aboke road there's has been no power its almost two months now,,,kindly kindly,,,you've been bringing transformers and they blow each time please help",Jul-27,
Enough,@Jeffkegeri,@KenyaPower_Care transformer was vandalised on Saturday A/C no. 102763493.,Jul-27,
Hon David Mwaura,@HonDavidMwaura,Kagongo Ndenderu ward we dnt have power the transformer was removed after it got,Jul-27,
Benedict Kariuki,@BenedictKariuki,@KenyaPower_Care This morning I arrive at Thananga (Tigania Central) where I find the Kabui transformer blew up 6 months ago. No repair works despite appeals by residents. My client is now being forced to purchase a generator. Why? Why is there no urgency,Jul-27,
𝐆@𝐜𝐡@𝐫𝐢,@Gachari_ke,@KenyaPower_Care 2 weeks without power just because you took our transformer. How long does it take to fix it?  Kimbo toll area near monapark estate. We eat power. 37171364393. Act with speed. Uchumi ni mbaya,Jul-27,
mohamed aden,@mohamed85875181,"Good morning great pple,please refer to complaint under Ref no 9796258 and do as a matter of urgency to replace the faulty transformer,2nd time leaking but confirmed faulty,and restore power to residents Eastleigh Airbase Ward and nghbrhood.Thnx.",Jul-26,
Ian kimathi,@Ian_kimathi,"We have been complaining of low voltage and unstable power for a very long time. More than 2 years now. I have called customer care so many times that I was even told I can't be helped. Why can't the transformer issue be solved? 
Area: Ruiru, booster",Jul-26,
Mellowvo,@HL7602,"@KenyaPower_Care it's now over a week in Mwiki after a transformer exploded on street 13,when is it going to be replaced?",Jul-26,
RaeLee,@RaeLee9899,@KenyaPower_Care how long till you repair the fault transformer in Mwiki Street 13,Jul-26,
Duke Of RUSINGA (Tsubannesse),@Romans_Paul49,Haha nimeskia hamtaki kutengeneza transformer  ya chokaa hapo midas petrol station juu sijui mafuta ya transformer imichotwa kuweni serious bwana . Why expose us to suffering just because a few thieves managed to potentially na mafuta ?,Jul-26,1
Makarios ole Tuukuo,@oletuukuo,"@KenyaPower_Care, recently your officers from Ngong took our power transformer from Ewuaso to Kimuka, replacing it a smaller version. Now, the smaller one has recently exploded, and we're in darkness. Help us.",Jul-26,
amoh njogu,@NjoguAmoh,Its a transformer issue,Jul-26,
Duke Of RUSINGA (Tsubannesse),@Romans_Paul49,"Transformer ililipuka jana jioni bana chokaa. Itatengenezwa au zii ?
Acc 45071663707",Jul-26,
Vanessah,@awuor_vanessah,"@KenyaPower_Care Hello. The transformer on umoja road ,rongai basically exploded yesternight and since then we have been in darkness. Can something please be done about it?.",Jul-26,
