Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date,Name,Retweets,Tweet URL,Post Body,Timestamp
Frank,@justfrank254,,,,2.0,145,https://x.com/justfrank254/status/1781616007309660368,https://x.com/justfrank254,"@KenyaPower_Care Good afternoon. We have no power in Southlands, Langata yet we were not on the scheduled areas for interruption. What's the problem?",20-Apr,,,,,
ECDE Dropout,@ChangeA_254,,,1.0,1.0,82,https://x.com/ChangeA_254/status/1781601974879691050,https://x.com/ChangeA_254,"@KenyaPower_Care, there's blackout Mukiri road. It's not one of the areas listed to experience power interruption due to your scheduled maintenance today. Changamkeni mrudishe stima.",20-Apr,,,,,
gatimakongo,@GatiMakongo,,,,,147,https://x.com/GatiMakongo/status/1781533044370735180,https://x.com/GatiMakongo,"Been often seeing  interruption notices,Kuria east and west hardly listed, blackouts too much. Urgently attend to the frequency and duration of the outages.",20-Apr,,,,,
Omatsuri-san  ジェディ,@JNzingo,,,,1.0,62,https://x.com/JNzingo/status/1781221001855914420,https://x.com/JNzingo,ref 11048987. Is this a scheduled interruption? Coz I don't see my area on the list...,19-Apr,,,,,
Frank,@justfrank254,,,,2.0,145,https://x.com/justfrank254/status/1781616007309660368,https://x.com/justfrank254,"@KenyaPower_Care Good afternoon. We have no power in Southlands, Langata yet we were not on the scheduled areas for interruption. What's the problem?",20-Apr,,,,,
ECDE Dropout,@ChangeA_254,,,1.0,1.0,82,https://x.com/ChangeA_254/status/1781601974879691050,https://x.com/ChangeA_254,"@KenyaPower_Care, there's blackout Mukiri road. It's not one of the areas listed to experience power interruption due to your scheduled maintenance today. Changamkeni mrudishe stima.",20-Apr,,,,,
gatimakongo,@GatiMakongo,,,,,147,https://x.com/GatiMakongo/status/1781533044370735180,https://x.com/GatiMakongo,"Been often seeing  interruption notices,Kuria east and west hardly listed, blackouts too much. Urgently attend to the frequency and duration of the outages.",20-Apr,,,,,
Omatsuri-san  ジェディ,@JNzingo,,,,1.0,62,https://x.com/JNzingo/status/1781221001855914420,https://x.com/JNzingo,ref 11048987. Is this a scheduled interruption? Coz I don't see my area on the list...,19-Apr,,,,,
Flo.N,@FloN64103006,,,,1.0,56,https://x.com/FloN64103006/status/1781200086438936639,https://x.com/FloN64103006,@KenyaPower_Care kindly assist yesterday we had a planned interruption at mugutha area near murera primary school. Power came back but very low voltage lights keep flickering acc. no. 46202066596,19-Apr,,,,,
Tatz,@NjauPurity,,,,,24,https://x.com/NjauPurity/status/1781199681944506807,https://x.com/NjauPurity,"@KenyaPower_Care 37164481964, No power from last night, this after we were without power whole day  after your 'power interruption' schedule...",19-Apr,,,,,
Wangui Grace,@wanguikimemu,,,,,49,https://x.com/wanguikimemu/status/1781045949957062997,https://x.com/wanguikimemu,We at Utawala Astrol are already experiencing power interruption. This has happened this week twice.,18-Apr,,,,,
Sophia Kimani,@Noel_james254,,,,2.0,367,https://x.com/Noel_james254/status/1781031486654746903,https://x.com/Noel_james254,We are still in darkness after the your interruption since morning. Mugutha area near Praise Gate childrens home. My account no is37181498405. Kindly restore power for us,18-Apr,,,,,
Flo.N,@FloN64103006,,,,1.0,59,https://x.com/FloN64103006/status/1780995572905791613,https://x.com/FloN64103006,Power is back at mugutha near murera primary school after the planned interruption but the power is really weak kindly assist acc no 46202066596,18-Apr,,,,,
silva star,@Ekowyzer,,,,2.0,50,https://x.com/Ekowyzer/status/1780524557855601134,https://x.com/Ekowyzer,Hello do is there power interruption in kiAmbuu kiambaa region today,17-Apr,,,,,
Lucky Luke Bandika,@Luckylukebn,,,,4.0,67,https://x.com/Luckylukebn/status/1780513804926775298,https://x.com/Luckylukebn,"Hi there's power blackout since yesterday at around 1930hrs upto now 1129hrs 

And we are not on scheduled electricity interruption... Please check DM",17-Apr,,,,,
Mzalend0,@KydKudi,,,,,53,https://x.com/KydKudi/status/1780473600711053648,https://x.com/KydKudi,You already did a fullday interruption last week tena sasa Leo ..,17-Apr,,,,,
Scofield.,@sikamatts,,,,,281,https://x.com/sikamatts/status/1780382756255473702,https://x.com/sikamatts,"Hey you said their will be power interruption in ruaka town, muchatha on 18th Thursday and yet we dont have lights already from 8pm yesterday, most of us rely on power.
Account number: 14467565256
You can reach me on my number: 0741654138.",17-Apr,,,,,
mburu karanja,@mburu_ka,,,,1.0,41,https://x.com/mburu_ka/status/1780300960264237166,https://x.com/mburu_ka,@KenyaPower_Care Another power outage ? Barely 2 days from the last interruption. Fix ASAP. Ac no in dm,16-Apr,,,,,
Sidney Wambua,@w_ambuaa,,,1.0,2.0,102,https://x.com/w_ambuaa/status/1780143238302642501,https://x.com/w_ambuaa,"We don't have power in Golden Gate Estate, South B, and from your post there was no planned interruption. Could you work on that",16-Apr,,,,,
Sylvester Kotheki Mu,@KothekiMukabi,,,,1.0,18,https://x.com/KothekiMukabi/status/1780126491226800253,https://x.com/KothekiMukabi,@KenyaPower_Care we aren't listed in the planned interruption for today 16th April and we wonder if there's a fair reason for the blackout ongoing here around 13 Avenue off Deliverance Road in Mwiki please. M.N. 37187404977,16-Apr,,,,,
@NM Stephen,@NM Stephen,,,,2.0,95,https://x.com/mogakastephen/status/1780112012976042372,https://x.com/mogakastephen,"Uthiru cooperation has been without power since yesterday (15/04/2024) 
midday, and it was not listed for interruption, whatsup ?",16-Apr,,,,,
Anthony Njoroge,@AnthonyArsenali,,,,1.0,425,https://x.com/AnthonyArsenali/status/1779783400892563720,https://x.com/AnthonyArsenali,"Wangige, muthumu, kangora and it's environs no power. What's happening since I've not received any power interruption in my area?",15-Apr,,,,,
ONE ALI.,@mwidini_ali,,1.0,,,64,https://x.com/mwidini_ali/status/1779541953664753960,https://x.com/mwidini_ali,Bamburi area almost every sunday we have power interruption. If we  wronged you in anyway  accept our apologies..and yeah iam not sending you the meter number..YOU KNOW!!!,14-Apr,,,,,
Rafael,@Mwau003,,,,1.0,52,https://x.com/Mwau003/status/1779477010441507122,https://x.com/Mwau003,We have been in the dark for the last 18 hours in Mukaa area of Makueni county and there was no power interruption notice issued.,14-Apr,,,,,
@NM Stephen,@NM Stephen,,,,2.0,95,https://x.com/mogakastephen/status/1780112012976042372,https://x.com/mogakastephen,"Uthiru cooperation has been without power since yesterday (15/04/2024) 
midday, and it was not listed for interruption, whatsup ?",16-Apr,,,,,
Anthony Njoroge,@AnthonyArsenali,,,,1.0,425,https://x.com/AnthonyArsenali/status/1779783400892563720,https://x.com/AnthonyArsenali,"Wangige, muthumu, kangora and it's environs no power. What's happening since I've not received any power interruption in my area?",15-Apr,,,,,
ONE ALI.,@mwidini_ali,,1.0,,,64,https://x.com/mwidini_ali/status/1779541953664753960,https://x.com/mwidini_ali,Bamburi area almost every sunday we have power interruption. If we  wronged you in anyway  accept our apologies..and yeah iam not sending you the meter number..YOU KNOW!!!,14-Apr,,,,,
Rafael,@Mwau003,,,,1.0,52,https://x.com/Mwau003/status/1779477010441507122,https://x.com/Mwau003,We have been in the dark for the last 18 hours in Mukaa area of Makueni county and there was no power interruption notice issued.,14-Apr,,,,,
Sonia kithinji,@MuthoniKithinj1,,,1.0,2.0,115,https://x.com/MuthoniKithinj1/status/1779383269168906397,https://x.com/MuthoniKithinj1,"@KenyaPower_Care this is the 4th day with power interruption this week, I have reported here called 97771 got a reference number 11011873, restore my power and I want to know who will compensate all the meat that is rotting in my freezer..mnataka watoto wangu wakule nini it's",14-Apr,,,,,
Ibrah Wa Thikah 2K24,@Ibrah_Wa_Thikah,,,,,17,https://x.com/Ibrah_Wa_Thikah/status/1778454357844902055,https://x.com/Ibrah_Wa_Thikah,@KenyaPower_Care kwani when is the scheduled interruption supposed to end it's 7pm for godsake!!,11-Apr,,,,,
Allan Muma,@allanmush,,,,1.0,52,https://x.com/allanmush/status/1778375540740677925,https://x.com/allanmush,@KenyaPower_Care Hi power interruption in Kawangware Coast area are you addressing it? Since yesterday,11-Apr,,,,,
meg kinyanjui,@megkinya,,,,1.0,22,https://x.com/megkinya/status/1778086462229020843,https://x.com/megkinya,"@KenyaPower_Care power outage at baraka close off kibiko rd ngong since morning. What s happening?
There was no notice for power interruption in the area.",10-Apr,,,,,
Starving African,@TheRealPA,,,,1.0,119,https://x.com/TheRealPA/status/1777940603562598701,https://x.com/TheRealPA,@KenyaPower_Care Jambo do you have a scheduled power interruption for Dagoretti Road in Karen hatuna stima na ni holiday,10-Apr,,,,,
Martin Ihugo,@IhugoMartin,,,,1.0,83,https://x.com/IhugoMartin/status/1777331288174706781,https://x.com/IhugoMartin,No supply since Friday no interruption notification sent no reply on dm,8-Apr,,,,,
JUJU,@yaa_gideon,,,,,61,https://x.com/yaa_gideon/status/1777216043850608722,https://x.com/yaa_gideon,"Power interruption in utange was scheduled for yesterday but pia Leo imepotea,,, around utange field hospital area",8-Apr,,,,,
Swabra Sidi,@swabysidi,,,,,18,https://x.com/swabysidi/status/1777215943107912149,https://x.com/swabysidi,"@KenyaPower_Care our planned interruption was yesterday and electricity was restored at 10:30pm. Then again you disconnect it today. Honestly, we depend on it for work and business. What is happening? My mtr no is 92105487307.",8-Apr,,,,,
Raycheal Ndegwa,@NdegwaRaycheal,,,,,100,https://x.com/NdegwaRaycheal/status/1777215353564573999,https://x.com/NdegwaRaycheal,"We didn't have power the whole day on friday,today also since 8am yet there is no scheduled power interruption.Githurai 45,Mwihoko.",8-Apr,,,,,
Nusrat Mohammed,@reelwithnusrat,,4.0,6.0,1.0,466,https://x.com/reelwithnusrat/status/1777211214566748546,https://x.com/reelwithnusrat,"@KenyaPower_Care You restored power yesterday at 10pm in Kisauni. Today at 8.30am you've interrupted power again in Kisauni.

 A/C 14491955 

Is this a 1 week power interruption??",8-Apr,,,,,
Amisi Benjamin,@Asembian,,,,2.0,1.7K,https://x.com/Asembian/status/1777046696289046561,https://x.com/Asembian,Power interruption from yesterday 10 am Donholm phase 8 near Amani court. Yet to see your team on site.,7-Apr,,,,,
nickfrancis wachira,@Nickvalz,,1.0,,1.0,468,https://x.com/Nickvalz/status/1777043593036792310,https://x.com/Nickvalz,hakuna stima mshomoroni kisauni after todays scheduled interruption  what is not happening,7-Apr,,,,,
Patience Mwonga,@MwongaPatience,,,,3.0,71,https://x.com/MwongaPatience/status/1777039621802652078,https://x.com/MwongaPatience,Is the interruption going for 24 hours?No power still,7-Apr,,,,,
Pinchez,@Pinchez81533825,,,,,104,https://x.com/Pinchez81533825/status/1777037867845378458,https://x.com/Pinchez81533825,Umoja Innercore is to listed and interruption is already taking effect.,7-Apr,,,,,
Robert kirombo,@robertkirombo,,,,,22,https://x.com/robertkirombo/status/1777023063285989567,https://x.com/robertkirombo,Your notice for power interruption affecting this area was scheduled from 8-5pm . Up to now power has not been restored. Kindly give an update,7-Apr,,,,,
Nusrat Mohammed,@reelwithnusrat,https://pbs.twimg.com/media/GKflFt-XIAA5yuo?format=png&name=small,5.0,9.0,2.0,1.5K,https://x.com/reelwithnusrat/status/1777021219268653259,https://x.com/reelwithnusrat,@KenyaPower_Care When is this power interruption today ending in Mombasa ?? It is 8PM and you still haven't restored power in some areas in Mombasa. This is power rationing not network maintenance!,7-Apr,,,,,
Nusrat Mohammed,@reelwithnusrat,"https://pbs.twimg.com/media/GKflFt-XIAA5yuo?format=png&name=small, https://pbs.twimg.com/media/GKflFt-XIAA5yuo?format=png&name=small",5.0,9.0,2.0,1.5K,https://x.com/reelwithnusrat/status/1777021219268653259,https://x.com/reelwithnusrat,@KenyaPower_Care When is this power interruption today ending in Mombasa ?? It is 8PM and you still haven't restored power in some areas in Mombasa. This is power rationing not network maintenance!,7-Apr,,,,,
Stephen Nyadenge,@StephenNyadeng2,,,,,52,https://x.com/StephenNyadeng2/status/1777016869037146301,https://x.com/StephenNyadeng2,The interruption was to end at 5pm in bamburi ... its now 8.00pm what's your story?..,7-Apr,,,,,
Knot Sure,@Suck_Ass_Moron,,,,,57,https://x.com/Suck_Ass_Moron/status/1777001897813037528,https://x.com/Suck_Ass_Moron,Why TF are we in darkness since morning in Busia County yet there's no scheduled power interruption communicated earlier? Over 100 years in existence with no much achievement. Very useless company. Mmefanya hata tukakosa kuona Onana na Vaseline. Bure kabisa.,7-Apr,,,,,
ONE ALI.,@mwidini_ali,,,,,190,https://x.com/mwidini_ali/status/1776974971530572116,https://x.com/mwidini_ali,Your notice says power interruption will be restored at 5.00pm today from 8.00am bamburi/utange/shanzu areas..so far NOTHING!!!!!,7-Apr,,,,,
Richard Wanjohi,@lilclarinetti,,,1.0,1.0,173,https://x.com/lilclarinetti/status/1776845916084814129,https://x.com/lilclarinetti,"Mombasa Bamburi/ Shanzu/ Utange areas scheduled power interruption for the second Sunday within one month? What's not happening? Huku tunaumia sana na joto bila fan, it's not the same as upcountry. Food goes bad faster bila fridge. We hope to have minimal interruptions in future",7-Apr,,,,,
Diana-Mwendwa,@DianaMwendwa7,,,,,15,https://x.com/DianaMwendwa7/status/1776647628224131438,https://x.com/DianaMwendwa7,Power interruption in Runda for over 2hrs?,6-Apr,,,,,
Aar,@Abdifatahyu,,,,1.0,40,https://x.com/Abdifatahyu/status/1776630722171744529,https://x.com/Abdifatahyu,I have never seen power interruption scheduled for Garissa but we don't have power for the last 24 hrs.,6-Apr,,,,,
Barbell Conversations,@mongarekimmie,,,,2.0,71,https://x.com/mongarekimmie/status/1775764138746077537,https://x.com/mongarekimmie,@KenyaPower_Care No lights since yesterday afternoon with no planned power interruption. What is not happening?,4-Apr,,,,,
Bernard Kiprop,@benkiprop,,,,,44,https://x.com/benkiprop/status/1775528032360346043,https://x.com/benkiprop,@KenyaPower_Care Thanks for the power interruption alerts! Small complaint - can be hard to tell if I'll be affected sometimes. Suggestion - would it be possible to draw maps over areas with planned interruptions for us? This will be super HUGE and helpful!!!!,3-Apr,,,,,
okeyo oyugi,@drjakenya,,,,,81,https://x.com/drjakenya/status/1775019310530076865,https://x.com/drjakenya,We dont need interruption notifications because KPLC does not want to connect people with power,2-Apr,,,,,
