Post,Vader_sentiment_label,Post Link
im also experiencing delay payment tokens kindly assist,positive,
electricity last hours please restore ac imara daima villa franca,positive,
cant watch coz electricity last hours please restore ac imara daima villa franca,positive,
electricity last hours please restore ac imara daima villa franca,positive,
let credit given deserved power since yester night around pm called today past pm came restored power mind guy followed call around midday still confirm coming,positive,
help update holding meters names still payingkplc treats cases criminalsthey unknowingly got via contractors height delayed power installationkplc treat victims leniencyits fault,negative,
cant get tokens delay,positive,
experiencing delay please work guys need serious,negative,
bought tokens yet receive message delay,negative,
delayed tokens sfcazwkny confirmed ksh sent kplc prepaid account pm,negative,
kindly delay token number meter number,positive,
bought tokens night havent recieved token message thr delay dnt knw kindly assist,positive,
delay side purchasing prepay tokens bought mine yet,negative,
delay side prepay tokens,negative,
heading yo hrs without elecwhen plan restore power acc,negative,
kindly restore power kinoo muthiga area always power outages hrs honestly enough time restore power end check dm assist complaint,positive,
wrong guys nowadays every day must blackout rome along nyamataro kisii region particular time sort fault really inconveniencing us thoroughly kindly restore asap,positive,
power outrage since yesternight meter visited kikuyu office hasnt restored kindly help inconviniencing,negative,
power outrage since yesternight kindly help meter visited kikuyu office hasnt restored much inconvinience,positive,
one get token messages delay never works,negative,
seen code bought token yet get token number load delay,negative,
guys weve power kiserian around oloosurutia primary school since morning kindly restore tumeumia zaidi,positive,
power meter since morning restore,positive,
kindly restore power ndonya area mtwapa update prepaid meters power hoursreference number,positive,
